,iid,gender,age,wave,field,race,imprace,imprelig,goal,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,attr_o,sinc_o,intel_o,fun_o,amb_o,age_o,like_o,match,dec_o,attr,sinc,intel,fun,amb,like,match_es,dec,you_call,them_cal
163,165,M,30.0,7,American Studies (Masters),Caucasian,4.0,7.0,Get a date,6.0,3.0,Writer,3.0,1.0,6.0,6.0,7.0,7.0,2.0,1.0,1.0,10.0,8.0,8.0,8.0,5.0,5.0,2.0,2.0,,16.67,12.5,20.83,18.75,12.5,10.0,6.0,6.0,8.0,2.0,6.0,9.09,20.45,18.18,20.45,13.64,18.18,8.0,6.0,9.0,7.0,2.0,,,,,,18.18,18.18,22.73,13.64,9.09,8.0,8.0,9.0,5.0,5.0,7.375,7.0625,6.8125,5.6,5.785714285714286,27.9375,5.4,3,4,7.9375,8.1875,8.625,7.0625,7.6875,6.5625,3.0,7,2.0,0.0
164,166,M,26.0,7,Business,Other,1.0,9.0,Say I did it,5.0,2.0,Finance,5.0,5.0,9.0,4.0,4.0,2.0,5.0,1.0,3.0,9.0,1.0,5.0,8.0,7.0,10.0,1.0,7.0,,27.78,19.44,19.44,27.78,2.78,10.0,8.0,8.0,8.0,6.0,7.0,21.74,15.22,15.22,15.22,17.39,15.22,7.0,7.0,7.0,7.0,7.0,,,,,,22.22,22.22,22.22,22.22,5.56,6.0,6.0,6.0,6.0,6.0,6.875,6.5625,7.0625,6.3125,7.384615384615385,27.9375,6.0,3,4,6.5625,7.125,7.6,6.8125,8.5,6.733333333333333,1.0,8,1.0,0.0
165,167,M,23.0,7,biology,Caucasian,1.0,1.0,Meet people,6.0,2.0,professor,9.0,9.0,8.0,6.0,8.0,8.0,9.0,2.0,5.0,6.0,5.0,6.0,8.0,6.0,7.0,3.0,2.0,,18.6,13.95,18.6,16.28,16.28,9.0,5.0,6.0,8.0,5.0,5.0,13.64,18.18,20.45,13.64,15.91,18.18,6.0,7.0,7.0,7.0,5.0,,,,,,,,,,,,,,,,5.9375,6.8125,7.4375,6.75,6.5,27.9375,5.733333333333333,3,4,5.25,6.4375,6.125,5.0625,4.625,5.1875,4.0,10,,
166,168,M,23.0,7,Cell Biology,Asian,1.0,1.0,Fun,4.0,2.0,TBA,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,,11.11,17.78,17.78,17.78,17.78,8.0,8.0,8.0,8.0,8.0,8.0,16.67,16.67,16.67,16.67,16.67,16.67,5.0,5.0,5.0,5.0,5.0,,,,,,15.56,17.78,17.78,17.78,13.33,6.0,6.0,6.0,6.0,6.0,4.875,7.375,7.6875,6.4,6.571428571428571,27.9375,5.6875,1,3,6.6875,7.1875,7.1875,6.875,6.8125,6.8125,5.0,10,,
167,169,M,28.0,7,Microbiology,Caucasian,2.0,3.0,Meet people,6.0,2.0,Research scientist. professor,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,,17.78,20.0,17.78,15.56,15.56,10.0,6.0,7.0,9.0,6.0,9.0,20.0,15.56,17.78,17.78,15.56,13.33,7.0,9.0,8.0,7.0,7.0,,,,,,,,,,,,,,,,8.0625,8.0625,8.375,7.6875,7.571428571428571,27.9375,7.625,5,13,8.5625,8.4375,8.6875,8.066666666666666,8.3125,8.3125,,6,1.0,0.0
168,170,M,28.0,7,Biochemistry,Asian,2.0,1.0,Fun,5.0,3.0,Physician Scientist,2.0,1.0,8.0,8.0,8.0,8.0,5.0,3.0,1.0,9.0,8.0,7.0,8.0,6.0,8.0,4.0,5.0,,16.28,20.93,18.6,18.6,13.95,8.0,7.0,7.0,9.0,5.0,7.0,17.78,15.56,15.56,17.78,20.0,13.33,7.0,8.0,9.0,6.0,8.0,,,,,,18.42,18.42,18.42,15.79,13.16,6.0,7.0,8.0,6.0,7.0,4.4375,7.3125,8.125,5.0,7.642857142857143,27.9375,5.5,0,0,6.066666666666666,6.866666666666666,6.866666666666666,6.0,6.4,5.733333333333333,,13,0.0,0.0
169,171,M,29.0,7,Finance,Caucasian,1.0,1.0,Fun,4.0,2.0,Finance,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,,19.57,10.87,19.57,19.57,19.57,9.0,8.0,8.0,8.0,8.0,5.0,15.22,15.22,19.57,19.57,19.57,10.87,10.0,10.0,10.0,10.0,10.0,,,,,,23.81,11.9,19.05,21.43,16.67,10.0,10.0,10.0,10.0,10.0,5.8125,7.75,8.1875,6.0,7.5,27.9375,6.4375,4,5,7.1875,7.8125,8.375,7.25,8.125,7.5,,14,4.0,2.0
170,172,M,27.0,7,Business,Caucasian,5.0,7.0,Fun,3.0,1.0,Management Consulting,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,,17.78,17.78,22.22,20.0,15.56,9.0,6.0,4.0,5.0,3.0,5.0,17.39,17.39,19.57,17.39,17.39,10.87,5.0,6.0,8.0,9.0,9.0,,,,,,20.93,18.6,23.26,16.28,11.63,6.0,7.0,7.0,9.0,8.0,6.9375,7.9375,8.0625,7.625,8.066666666666666,27.9375,7.5,5,8,5.666666666666667,6.1875,7.333333333333333,4.875,6.533333333333333,5.0,,9,,
171,173,M,22.0,7,math,Caucasian,5.0,7.0,Fun,4.0,1.0,professor,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,,18.37,18.37,20.41,20.41,16.33,8.0,7.0,6.0,8.0,7.0,5.0,14.58,18.75,18.75,20.83,16.67,10.42,7.0,9.0,9.0,9.0,9.0,,,,,,17.02,17.02,17.02,17.02,17.02,7.0,8.0,9.0,8.0,8.0,6.125,7.4375,8.125,7.4375,7.285714285714286,27.9375,6.75,5,6,6.0,6.8125,6.1875,6.4375,6.0625,5.5625,5.0,8,,
172,174,F,29.0,8,International Affairs/Finance,Asian,1.0,1.0,Relationship,5.0,3.0,Finance,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,,9.52,23.81,16.67,16.67,16.67,8.0,8.0,6.0,8.0,5.0,8.0,17.07,17.07,14.63,19.51,12.2,19.51,9.0,10.0,8.0,8.0,6.0,,,,,,11.9,23.81,16.67,16.67,16.67,10.0,10.0,7.0,10.0,7.0,4.9,7.6,7.222222222222222,5.875,5.333333333333333,25.9,5.1,2,2,5.2,5.2,5.5,5.9,5.9,6.4,4.0,9,0.0,1.0
173,175,F,23.0,8,International Affairs,Other,5.0,8.0,Meet people,3.0,1.0,Business,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,,12.24,20.41,16.33,14.29,20.41,10.0,5.0,6.0,7.0,8.0,6.0,22.22,11.11,13.33,20.0,17.78,15.56,7.0,10.0,8.0,8.0,9.0,,,,,,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,5.8,7.555555555555555,7.6,6.0,6.555555555555555,25.9,5.2,3,4,3.6,6.8,7.2,6.8,6.8,5.4,,6,0.0,0.0
174,176,F,28.0,8,MBA,Asian,10.0,1.0,Meet people,6.0,3.0,Finance,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,,13.04,21.74,19.57,17.39,15.22,8.0,9.0,8.0,8.0,7.0,6.0,18.75,18.75,16.67,18.75,12.5,14.58,6.0,9.0,8.0,7.0,6.0,,,,,,16.28,20.93,18.6,16.28,11.63,7.0,8.0,8.0,5.0,5.0,7.111111111111111,7.875,7.777777777777778,5.333333333333333,7.555555555555555,25.9,5.777777777777778,3,4,6.9,6.5,6.9,6.4,6.2,5.6,4.0,5,,
175,177,F,22.0,8,international affairs/international finance,Caucasian,8.0,3.0,Meet people,5.0,2.0,management consulting,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,,15.09,16.98,16.98,16.98,18.87,10.0,7.0,5.0,6.0,6.0,6.0,25.0,15.0,15.0,17.5,12.5,15.0,9.0,9.0,9.0,8.0,9.0,,,,,,16.0,16.0,18.0,18.0,20.0,9.0,7.5,9.0,8.0,9.0,4.9,7.125,7.0,7.0,7.333333333333333,25.9,5.4,0,0,4.3,6.2,6.5,4.9,6.111111111111111,5.0,2.0,4,,
176,178,F,35.0,8,Health policy,Asian,5.0,5.0,Meet people,4.0,2.0,health policy,3.0,4.0,7.0,9.0,8.0,8.0,8.0,2.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0,,15.22,17.39,17.39,17.39,15.22,9.0,5.0,7.0,9.0,5.0,8.0,22.73,11.36,11.36,18.18,18.18,18.18,9.0,9.0,8.0,7.0,7.0,,,,,,17.07,17.07,17.07,17.07,14.63,9.0,8.0,7.0,6.0,7.0,4.555555555555555,7.666666666666667,7.444444444444445,6.0,6.857142857142857,25.9,5.666666666666667,1,3,6.1,6.7,7.1,5.555555555555555,6.0,5.9,4.0,6,,
177,179,F,30.0,8,English and Comp Lit,Hispanic,5.0,1.0,Fun,6.0,3.0,academics,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,,19.15,21.28,17.02,17.02,12.77,7.0,10.0,8.0,7.0,6.0,9.0,22.73,13.64,18.18,22.73,11.36,11.36,8.0,10.0,8.0,6.0,10.0,,,,,,19.05,16.67,19.05,16.67,16.67,7.0,10.0,8.0,7.0,10.0,8.0,7.8,8.3,8.2,7.777777777777778,25.9,7.4,1,8,4.5,7.1,6.6,5.7,6.4,3.8,1.0,1,,
178,180,F,24.0,8,international finance and business,Asian,2.0,2.0,Other,4.0,2.0,financial service or fashion,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,,15.38,17.31,17.31,19.23,13.46,8.0,8.0,6.0,7.0,5.0,7.0,18.6,18.6,11.63,23.26,11.63,16.28,9.0,9.0,9.0,10.0,9.0,,,,,,15.22,17.39,17.39,19.57,15.22,8.0,6.0,7.0,7.0,6.0,7.555555555555555,7.777777777777778,7.333333333333333,7.222222222222222,7.0,25.9,6.7,2,9,6.8,6.7,6.8,6.7,6.3,6.4,,2,0.0,1.0
179,181,F,22.0,8,Sociomedical Sciences- School of Public Health,African American,7.0,8.0,Fun,5.0,5.0,academic research,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,,15.38,19.23,19.23,17.31,17.31,10.0,7.0,7.0,10.0,9.0,10.0,18.87,11.32,16.98,18.87,16.98,16.98,9.0,9.0,9.0,9.0,9.0,,,,,,15.38,19.23,19.23,19.23,15.38,8.0,10.0,10.0,10.0,10.0,7.333333333333333,8.444444444444445,7.5,7.0,7.25,25.9,6.333333333333333,5,6,6.2,6.9,6.9,7.3,7.3,5.6,2.0,7,0.0,0.0
180,182,F,22.0,8,Epidemiology,African American,7.0,5.0,Fun,4.0,3.0,Epidemiologist,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,,16.07,17.86,17.86,17.86,17.86,10.0,6.0,9.0,8.0,8.0,4.0,19.23,15.38,15.38,17.31,15.38,17.31,8.0,8.0,8.0,8.0,10.0,,,,,,14.0,18.0,20.0,18.0,18.0,8.0,8.0,9.0,10.0,9.0,5.222222222222222,7.555555555555555,7.333333333333333,6.666666666666667,7.5,25.9,5.8,0,2,6.2,8.0,8.7,8.7,9.1,8.1,2.0,3,0.0,0.0
181,183,F,24.0,8,Social work,Caucasian,1.0,1.0,Fun,7.0,3.0,boxing champ,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,,20.0,22.5,17.5,22.5,10.0,6.0,9.0,9.0,8.0,7.0,6.0,23.68,21.05,13.16,23.68,15.79,2.63,9.0,7.0,9.0,9.0,7.0,,,,,,14.0,18.0,18.0,18.0,16.0,9.0,9.0,8.0,8.0,8.0,6.1,6.777777777777778,6.888888888888889,6.2,6.0,25.9,5.5,1,2,7.0,7.4,7.4,7.0,6.7,7.0,5.0,3,0.0,1.0
182,184,M,34.0,8,International Business,Caucasian,1.0,1.0,Meet people,4.0,2.0,International Business,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,,16.67,16.67,16.67,16.67,16.67,8.0,8.0,8.0,8.0,8.0,8.0,16.67,16.67,16.67,16.67,16.67,16.67,6.0,10.0,9.0,7.0,5.0,,,,,,20.83,18.75,20.83,18.75,10.42,5.0,9.0,8.0,7.0,5.0,6.2,7.5,7.3,6.5,7.111111111111111,25.9,6.3,4,8,8.9,9.9,9.8,8.4,9.3,7.8,2.0,6,4.0,2.0
183,185,M,25.0,8,Statistics,Asian,3.0,4.0,Fun,7.0,4.0,Paper Back Writer,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,,16.98,15.09,16.98,16.98,18.87,8.0,10.0,10.0,10.0,10.0,8.0,16.36,18.18,14.55,18.18,18.18,14.55,10.0,10.0,8.0,7.0,8.0,,,,,,19.23,17.31,13.46,19.23,11.54,8.0,8.0,7.0,10.0,5.0,5.0,5.8,6.2,5.4,6.333333333333333,25.9,4.4,1,2,5.5,8.0,7.9,6.9,7.6,6.7,8.0,4,0.0,0.0
184,186,M,24.0,8,Medical Informatics,Asian,4.0,3.0,Fun,7.0,3.0,Professor,5.0,1.0,4.0,9.0,5.0,3.0,6.0,1.0,1.0,6.0,7.0,4.0,7.0,8.0,8.0,6.0,3.0,,19.44,19.44,22.22,16.67,11.11,7.0,4.0,6.0,8.0,6.0,4.0,15.79,13.16,21.05,18.42,21.05,10.53,4.0,8.0,7.0,4.0,6.0,,,,,,15.38,20.51,23.08,15.38,12.82,4.0,9.0,8.0,4.0,6.0,5.3,7.3,7.6,6.0,6.555555555555555,25.9,5.9,3,4,6.1,6.6,6.555555555555555,5.857142857142857,5.875,5.0,2.0,6,1.0,0.0
185,187,M,26.0,8,International Finance. Economic Policy,Caucasian,10.0,5.0,Meet people,4.0,1.0,finance,3.0,5.0,10.0,5.0,10.0,10.0,1.0,2.0,1.0,10.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,,16.98,16.98,18.87,16.98,13.21,10.0,6.0,6.0,10.0,2.0,5.0,15.09,18.87,15.09,18.87,18.87,13.21,8.0,9.0,10.0,7.0,7.0,,,,,,19.23,19.23,17.31,13.46,13.46,9.0,8.0,10.0,8.0,8.0,4.7,6.0,6.2,5.6,5.75,25.9,4.8,1,1,5.4,7.5,8.0,5.25,,4.714285714285714,,3,0.0,0.0
186,188,M,21.0,8,electrical engineering,Caucasian,1.0,1.0,Meet people,3.0,1.0,academician,2.0,1.0,5.0,10.0,8.0,8.0,5.0,7.0,5.0,7.0,3.0,5.0,5.0,5.0,7.0,7.0,3.0,,15.56,11.11,22.22,15.56,20.0,9.0,7.0,7.0,7.0,7.0,9.0,14.29,14.29,19.05,19.05,19.05,14.29,7.0,5.0,10.0,7.0,10.0,,,,,,11.9,11.9,23.81,16.67,16.67,7.0,6.0,9.0,7.0,9.0,4.4,6.3,6.5,6.1,6.444444444444445,25.9,5.3,1,2,5.4,5.7,5.7,5.6,4.9,3.2,0.0,4,0.0,0.0
187,189,M,27.0,8,Law and Social Work,Other,6.0,1.0,Fun,6.0,2.0,Child Rights,8.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,5.0,7.0,9.0,7.0,8.0,4.0,7.0,,16.98,16.98,16.98,16.98,16.98,9.0,7.0,7.0,8.0,7.0,7.0,16.98,16.98,16.98,16.98,16.98,15.09,8.0,8.0,8.0,8.0,9.0,,,,,,16.67,16.67,16.67,16.67,16.67,8.0,9.0,8.0,8.0,10.0,5.4,7.2,7.0,5.8,6.444444444444445,25.9,5.6,0,4,5.9,7.4,6.7,5.9,6.2,6.2,0.0,0,0.0,0.0
188,190,M,25.0,8,International Development,Caucasian,1.0,1.0,Meet people,7.0,3.0,Development work on field in the middle of nowhere,7.0,7.0,8.0,3.0,2.0,2.0,6.0,5.0,9.0,8.0,2.0,4.0,7.0,9.0,10.0,3.0,1.0,,15.56,20.0,20.0,20.0,13.33,9.0,7.0,8.0,9.0,8.0,7.0,12.77,19.15,19.15,19.15,14.89,14.89,7.0,7.0,7.0,7.0,7.0,,,,,,19.57,19.57,17.39,21.74,10.87,5.0,8.0,5.0,9.0,4.0,6.7,6.5,6.9,7.9,6.7,25.9,6.8,3,6,6.9,6.875,7.666666666666667,8.1,6.5,6.1,5.0,7,,
189,191,M,28.0,8,Business,Caucasian,6.0,1.0,Say I did it,4.0,2.0,Private Equity,8.0,1.0,7.0,8.0,6.0,6.0,6.0,1.0,8.0,7.0,3.0,4.0,8.0,4.0,7.0,1.0,7.0,,20.45,20.45,20.45,18.18,18.18,8.0,7.0,6.0,5.0,4.0,5.0,9.09,20.45,18.18,15.91,20.45,15.91,7.0,7.0,7.0,6.0,8.0,,,,,,21.28,19.15,19.15,19.15,17.02,7.0,8.0,8.0,7.0,8.0,6.5,7.2,7.2,7.2,7.5,25.9,6.6,2,8,6.0,7.8,7.4,6.9,7.1,5.8,4.0,4,0.0,0.0
190,192,M,24.0,8,Business/Law,Caucasian,2.0,7.0,Fun,6.0,2.0,Investment Management,7.0,5.0,7.0,7.0,3.0,2.0,6.0,8.0,7.0,9.0,6.0,3.0,6.0,7.0,8.0,4.0,5.0,,19.57,19.57,15.22,17.39,15.22,9.0,6.0,5.0,8.0,4.0,6.0,14.0,18.0,14.0,20.0,18.0,16.0,7.0,10.0,9.0,9.0,10.0,,,,,,21.43,16.67,19.05,19.05,14.29,8.0,7.0,9.0,8.0,9.0,6.5,6.5,7.2,7.5,7.111111111111111,25.9,6.8,1,6,5.3,7.5,7.1,5.8,6.4,5.4,2.0,2,0.0,0.0
191,193,M,25.0,8,law,Asian,2.0,2.0,Fun,6.0,2.0,lawyer,8.0,10.0,7.0,9.0,9.0,8.0,1.0,1.0,4.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,5.0,,20.93,16.28,23.26,16.28,11.63,10.0,5.0,5.0,7.0,5.0,3.0,26.32,13.16,13.16,26.32,13.16,7.89,7.0,9.0,10.0,5.0,7.0,,,,,,23.26,20.93,20.93,11.63,11.63,7.0,9.0,10.0,8.0,9.0,6.1,7.2,7.5,7.111111111111111,7.333333333333333,25.9,6.7,2,5,5.6,8.7,8.0,5.9,7.9,7.6,2.0,4,0.0,0.0
192,194,F,24.0,9,Clinical Psychology,Caucasian,9.0,9.0,Get a date,3.0,2.0,Psychologist,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,,16.0,16.0,20.0,16.0,18.0,10.0,7.0,8.0,9.0,7.0,9.0,20.0,12.0,16.0,20.0,14.0,18.0,9.0,10.0,10.0,8.0,10.0,,,,,,18.87,18.87,18.87,13.21,16.98,10.0,10.0,10.0,8.0,10.0,4.55,5.85,5.947368421052632,4.95,5.4,27.6,4.5,1,3,7.05,9.1,9.15,7.3,8.8,6.45,1.0,11,0.0,0.0
193,195,F,27.0,9,microbiology,Caucasian,3.0,9.0,Fun,2.0,1.0,professional student,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,,15.38,19.23,19.23,19.23,13.46,7.0,9.0,7.0,9.0,10.0,8.0,22.73,15.91,18.18,18.18,11.36,13.64,9.0,8.0,10.0,10.0,8.0,,,,,,16.67,12.5,20.83,20.83,12.5,9.0,7.0,10.0,9.0,6.0,6.65,7.0,7.5,7.2,5.9,27.6,6.65,5,16,6.9,8.0,8.8,6.95,7.7,7.3,6.0,6,0.0,4.0
194,196,F,25.0,9,Religion. GSAS,Asian,1.0,6.0,Fun,1.0,1.0,education,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,,17.65,17.65,17.65,15.69,15.69,8.0,8.0,7.0,7.0,7.0,7.0,18.75,18.75,16.67,16.67,14.58,14.58,9.0,9.0,9.0,9.0,9.0,,,,,,15.56,17.78,17.78,15.56,15.56,,,,,,6.35,6.95,6.65,4.75,5.25,27.6,5.25,2,8,3.35,5.3,4.95,4.15,4.6923076923076925,3.65,,4,,
195,197,F,24.0,9,International Affairs and Public Health,Other,2.0,1.0,Fun,4.0,3.0,Development work,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,,14.0,18.0,20.0,18.0,16.0,9.0,6.0,9.0,9.0,7.0,6.0,23.81,14.29,19.05,16.67,14.29,11.9,7.0,8.0,9.0,9.0,7.0,,,,,,14.58,16.67,18.75,20.83,14.58,7.0,8.0,9.0,9.0,6.0,6.85,6.95,7.3,6.45,6.5,27.6,6.6,3,16,7.45,7.55,7.6,7.25,7.55,5.1,7.0,3,,
196,198,F,23.0,9,International affairs,Asian,8.0,5.0,Meet people,2.0,3.0,investment banking,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,,15.38,19.23,17.31,19.23,9.62,9.0,9.0,9.0,9.0,9.0,9.0,25.64,17.95,12.82,15.38,15.38,12.82,7.0,9.0,9.0,7.0,7.0,,,,,,16.67,18.75,16.67,16.67,14.58,6.0,7.0,7.0,6.0,7.0,4.6,6.6,6.35,4.5,5.6,27.6,4.3,0,3,4.6,4.9,5.7,5.05,5.0,4.4,0.0,0,0.0,0.0
197,199,F,30.0,9,History,Caucasian,2.0,1.0,Relationship,5.0,3.0,Historian,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,,17.5,17.5,20.0,12.5,20.0,6.0,5.0,7.0,6.0,7.0,6.0,31.25,15.63,9.38,18.75,9.38,15.63,9.0,7.0,9.0,7.0,9.0,,,,,,24.39,2.44,21.95,14.63,21.95,9.0,6.0,9.0,6.0,9.0,7.3,5.85,6.8,6.05,6.15,27.6,6.2,5,15,4.3,8.15,8.35,6.15,8.1,5.85,,7,1.0,3.0
198,200,F,25.0,9,Business and International Affairs (MBA/MIA Dual Degree),Caucasian,1.0,1.0,Fun,7.0,2.0,International Development,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,,13.21,18.87,18.87,16.98,16.98,8.0,7.0,7.0,8.0,9.0,8.0,17.02,14.89,14.89,19.15,17.02,17.02,8.0,10.0,8.0,8.0,8.0,,,,,,15.38,19.23,17.31,15.38,17.31,,,,,,7.55,7.05,7.1,6.8,7.05,27.6,7.052631578947368,3,17,6.157894736842105,8.789473684210526,8.38888888888889,6.75,8.058823529411764,7.2631578947368425,,3,,
199,201,F,25.0,9,QMSS,Caucasian,8.0,8.0,Fun,4.0,2.0,Business,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,,15.38,17.31,17.31,17.31,17.31,7.0,9.0,7.0,8.0,8.0,7.0,25.71,17.14,14.29,22.86,8.57,11.43,7.0,8.0,9.0,9.0,8.0,,,,,,16.0,18.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,8.0,6.6,7.3,7.35,6.45,6.45,27.6,6.2,1,7,5.5,7.631578947368421,8.058823529411764,5.083333333333333,8.25,5.6,1.0,3,0.0,1.0
200,202,F,22.0,9,Mathematics,Caucasian,8.0,5.0,Meet people,6.0,2.0,college professor,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,,15.38,19.23,19.23,19.23,15.38,8.0,9.0,6.0,9.0,9.0,5.0,21.43,16.67,9.52,21.43,14.29,16.67,7.0,10.0,10.0,9.0,8.0,,,,,,16.0,20.0,20.0,18.0,14.0,7.0,10.0,10.0,10.0,9.0,5.75,6.95,7.65,6.05,6.5,27.6,5.65,2,11,6.45,8.5,8.55,7.4,8.2,6.6,3.0,4,1.0,1.0
201,203,F,22.0,9,Mathematics,Caucasian,4.0,10.0,Other,6.0,2.0,college professor,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0,,16.0,20.0,18.0,20.0,18.0,6.0,9.0,7.0,6.0,8.0,4.0,23.68,18.42,10.53,18.42,13.16,15.79,9.0,8.0,10.0,9.0,7.0,,,,,,15.69,19.61,19.61,19.61,19.61,10.0,7.0,10.0,10.0,10.0,6.95,7.4,8.0,6.4,6.3,27.6,6.8,0,15,5.65,6.75,8.25,6.722222222222222,8.6,5.95,,0,0.0,0.0
202,204,F,26.0,9,business,Caucasian,8.0,6.0,Get a date,5.0,1.0,marketing / brand management,10.0,5.0,9.0,9.0,10.0,10.0,3.0,1.0,9.0,8.0,4.0,5.0,5.0,3.0,8.0,10.0,7.0,,19.61,15.69,17.65,15.69,17.65,8.0,5.0,7.0,7.0,5.0,5.0,31.25,9.38,9.38,31.25,3.13,15.63,9.0,5.0,10.0,9.0,10.0,,,,,,17.54,14.04,17.54,17.54,17.54,8.0,10.0,8.0,10.0,10.0,5.75,6.1,6.5,6.4,6.9,27.6,5.25,0,8,5.7,7.25,8.1,6.3,7.05,6.9,2.0,2,0.0,0.0
203,205,F,23.0,9,climate change,Caucasian,5.0,5.0,Fun,7.0,1.0,academic,8.0,2.0,6.0,8.0,6.0,6.0,7.0,2.0,6.0,9.0,3.0,3.0,8.0,5.0,6.0,3.0,5.0,,15.38,17.31,19.23,19.23,11.54,10.0,7.0,7.0,9.0,7.0,9.0,21.43,11.9,11.9,19.05,19.05,16.67,7.0,8.0,10.0,9.0,5.0,,,,,,18.18,18.18,18.18,18.18,11.36,8.0,8.0,9.0,8.0,5.0,6.25,6.55,6.85,5.8,5.95,27.6,5.75,2,13,6.3,7.7,7.15,5.6,7.35,5.9,,4,0.0,1.0
